inventory_id,date,ing_id,expected_qty,actual_qty,error_flag,note
INV00003599,2024-10-17,ING017,1640,1634,1,
INV00003600,2024-10-17,ING018,200,200,0,
INV00003601,2024-10-18,ING001,5896,5896,0,
INV00003602,2024-10-18,ING002,2200,2200,0,pending_delivery
INV00003603,2024-10-18,ING003,660,660,0,
INV00003604,2024-10-18,ING004,760,760,0,
INV00003605,2024-10-18,ING005,2340,2340,0,
INV00003606,2024-10-18,ING006,2000,2000,0,
INV00003607,2024-10-18,ING007,410,410,0,pending_delivery
INV00003608,2024-10-18,ING008,620,620,0,
INV00003609,2024-10-18,ING009,2450,2450,0,
INV00003610,2024-10-18,ING010,8945,8945,0,
INV00003611,2024-10-18,ING011,17,17,0,
INV00003612,2024-10-18,ING012,1460,1460,0,
INV00003613,2024-10-18,ING013,1060,1060,0,
INV00003614,2024-10-18,ING014,75,75,0,
INV00003615,2024-10-18,ING015,2450,2450,0,
INV00003616,2024-10-18,ING016,1850,1850,0,
INV00003617,2024-10-18,ING017,1565,1559,1,
INV00003618,2024-10-18,ING018,200,200,0,
INV00003619,2024-10-19,ING001,5658,5658,0,
INV00003620,2024-10-19,ING002,30000,30000,0,
INV00003621,2024-10-19,ING003,640,640,0,
INV00003622,2024-10-19,ING004,660,660,0,
INV00003623,2024-10-19,ING005,2250,2250,0,
INV00003624,2024-10-19,ING006,2000,2000,0,
INV00003625,2024-10-19,ING007,3000,3000,0,
INV00003626,2024-10-19,ING008,550,550,0,
INV00003627,2024-10-19,ING009,2230,2230,0,
INV00003628,2024-10-19,ING010,8760,8760,0,
INV00003629,2024-10-19,ING011,11,11,0,pending_delivery
INV00003630,2024-10-19,ING012,1385,1385,0,
INV00003631,2024-10-19,ING013,1000,1000,0,
INV00003632,2024-10-19,ING014,72,72,0,
INV00003633,2024-10-19,ING015,2400,2400,0,
INV00003634,2024-10-19,ING016,1600,1600,0,
INV00003635,2024-10-19,ING017,1520,1514,1,
INV00003636,2024-10-19,ING018,200,200,0,
INV00003637,2024-10-20,ING001,5214,5214,0,
INV00003638,2024-10-20,ING002,22140,22140,0,
INV00003639,2024-10-20,ING003,580,580,0,
INV00003640,2024-10-20,ING004,560,560,0,
INV00003641,2024-10-20,ING005,2080,2080,0,
INV00003642,2024-10-20,ING006,2000,2000,0,
INV00003643,2024-10-20,ING007,2750,2750,0,
INV00003644,2024-10-20,ING008,490,490,0,pending_delivery
INV00003645,2024-10-20,ING009,2070,2070,0,
INV00003646,2024-10-20,ING010,8415,8415,0,
INV00003647,2024-10-20,ING011,75,75,0,
INV00003648,2024-10-20,ING012,1240,1240,0,
INV00003649,2024-10-20,ING013,880,880,0,
INV00003650,2024-10-20,ING014,66,66,0,
INV00003651,2024-10-20,ING015,2250,2250,0,
INV00003652,2024-10-20,ING016,1350,1350,0,
INV00003653,2024-10-20,ING017,1445,1439,1,
INV00003654,2024-10-20,ING018,200,200,0,
INV00003655,2024-10-21,ING001,4498,4498,0,
INV00003656,2024-10-21,ING002,9260,9260,0,
INV00003657,2024-10-21,ING003,460,460,0,pending_delivery
INV00003658,2024-10-21,ING004,420,420,0,pending_delivery
INV00003659,2024-10-21,ING005,1740,1740,0,
INV00003660,2024-10-21,ING006,2000,2000,0,
INV00003661,2024-10-21,ING007,2230,2230,0,
INV00003662,2024-10-21,ING008,3000,3000,0,
INV00003663,2024-10-21,ING009,1860,1860,0,
INV00003664,2024-10-21,ING010,7770,7770,0,
INV00003665,2024-10-21,ING011,62,62,0,
INV00003666,2024-10-21,ING012,945,945,0,
INV00003667,2024-10-21,ING013,630,630,0,
INV00003668,2024-10-21,ING014,53,53,0,
INV00003669,2024-10-21,ING015,1950,1950,0,
INV00003670,2024-10-21,ING016,1000,1000,0,
INV00003671,2024-10-21,ING017,1350,1344,1,
INV00003672,2024-10-21,ING018,200,200,0,
INV00003673,2024-10-22,ING001,3758,3758,0,
INV00003674,2024-10-22,ING002,0,0,0,pending_delivery
INV00003675,2024-10-22,ING003,3000,3000,0,
INV00003676,2024-10-22,ING004,3000,3000,0,
INV00003677,2024-10-22,ING005,1300,1300,0,
INV00003678,2024-10-22,ING006,2000,2000,0,
INV00003679,2024-10-22,ING007,1810,1810,0,
INV00003680,2024-10-22,ING008,2770,2770,0,
INV00003681,2024-10-22,ING009,1660,1660,0,
INV00003682,2024-10-22,ING010,7090,7090,0,
INV00003683,2024-10-22,ING011,50,50,0,
INV00003684,2024-10-22,ING012,570,570,0,
INV00003685,2024-10-22,ING013,320,320,0,pending_delivery
INV00003686,2024-10-22,ING014,41,41,0,
INV00003687,2024-10-22,ING015,1500,1500,0,
INV00003688,2024-10-22,ING016,850,850,0,
INV00003689,2024-10-22,ING017,1210,1204,1,
INV00003690,2024-10-22,ING018,200,200,0,
INV00003691,2024-10-23,ING001,3020,3020,0,
INV00003692,2024-10-23,ING002,30000,30000,0,
INV00003693,2024-10-23,ING003,2820,2820,0,
INV00003694,2024-10-23,ING004,2920,2920,0,
INV00003695,2024-10-23,ING005,910,910,0,
INV00003696,2024-10-23,ING006,2000,2000,0,
INV00003697,2024-10-23,ING007,1350,1350,0,
INV00003698,2024-10-23,ING008,2610,2610,0,
INV00003699,2024-10-23,ING009,1390,1390,0,
INV00003700,2024-10-23,ING010,6590,6590,0,
INV00003701,2024-10-23,ING011,37,37,0,
INV00003702,2024-10-23,ING012,235,235,0,pending_delivery
INV00003703,2024-10-23,ING013,3000,3000,0,
INV00003704,2024-10-23,ING014,32,32,0,
INV00003705,2024-10-23,ING015,1050,1050,0,
INV00003706,2024-10-23,ING016,650,650,0,
INV00003707,2024-10-23,ING017,1120,1114,1,
INV00003708,2024-10-23,ING018,200,200,0,
INV00003709,2024-10-24,ING001,2384,2384,0,
INV00003710,2024-10-24,ING002,18370,18370,0,
INV00003711,2024-10-24,ING003,2780,2780,0,
INV00003712,2024-10-24,ING004,2880,2880,0,
INV00003713,2024-10-24,ING005,520,520,0,
INV00003714,2024-10-24,ING006,2000,2000,0,
INV00003715,2024-10-24,ING007,870,870,0,
INV00003716,2024-10-24,ING008,2440,2440,0,
INV00003717,2024-10-24,ING009,1210,1210,0,
INV00003718,2024-10-24,ING010,6005,6005,0,
INV00003719,2024-10-24,ING011,33,33,0,
INV00003720,2024-10-24,ING012,3000,3000,0,
INV00003721,2024-10-24,ING013,2720,2720,0,
INV00003722,2024-10-24,ING014,20,20,0,
INV00003723,2024-10-24,ING015,950,950,0,
INV00003724,2024-10-24,ING016,550,550,0,
INV00003725,2024-10-24,ING017,1015,1009,1,
INV00003726,2024-10-24,ING018,200,200,0,
INV00003727,2024-10-25,ING001,1506,1506,0,
INV00003728,2024-10-25,ING002,2910,2910,0,pending_delivery
INV00003729,2024-10-25,ING003,2700,2700,0,
INV00003730,2024-10-25,ING004,2800,2800,0,
INV00003731,2024-10-25,ING005,160,160,0,pending_delivery
INV00003732,2024-10-25,ING006,2000,2000,0,
INV00003733,2024-10-25,ING007,70,70,0,pending_delivery
INV00003734,2024-10-25,ING008,2120,2120,0,
INV00003735,2024-10-25,ING009,880,880,0,
INV00003736,2024-10-25,ING010,5075,5075,0,
INV00003737,2024-10-25,ING011,25,25,0,
INV00003738,2024-10-25,ING012,2690,2690,0,
INV00003739,2024-10-25,ING013,2460,2460,0,
INV00003740,2024-10-25,ING014,5,5,0,pending_delivery
INV00003741,2024-10-25,ING015,750,750,0,
INV00003742,2024-10-25,ING016,350,350,0,pending_delivery
INV00003743,2024-10-25,ING017,795,789,1,
INV00003744,2024-10-25,ING018,200,200,0,
INV00003745,2024-10-26,ING001,1120,1120,0,pending_delivery
INV00003746,2024-10-26,ING002,30000,30000,0,
INV00003747,2024-10-26,ING003,2680,2680,0,
INV00003748,2024-10-26,ING004,2760,2760,0,
INV00003749,2024-10-26,ING005,3000,3000,0,
INV00003750,2024-10-26,ING006,2000,2000,0,
INV00003751,2024-10-26,ING007,3000,3000,0,
INV00003752,2024-10-26,ING008,2070,2070,0,
INV00003753,2024-10-26,ING009,740,740,0,
INV00003754,2024-10-26,ING010,4780,4780,0,
INV00003755,2024-10-26,ING011,22,22,0,
INV00003756,2024-10-26,ING012,2485,2485,0,
INV00003757,2024-10-26,ING013,2290,2290,0,
INV00003758,2024-10-26,ING014,75,75,0,
INV00003759,2024-10-26,ING015,700,700,0,
INV00003760,2024-10-26,ING016,3000,3000,0,
INV00003761,2024-10-26,ING017,650,644,1,
INV00003762,2024-10-26,ING018,200,200,0,
INV00003763,2024-10-27,ING001,7500,7500,0,
INV00003764,2024-10-27,ING002,25050,25050,0,
INV00003765,2024-10-27,ING003,2580,2580,0,
INV00003766,2024-10-27,ING004,2760,2760,0,
INV00003767,2024-10-27,ING005,2750,2750,0,
INV00003768,2024-10-27,ING006,2000,2000,0,
INV00003769,2024-10-27,ING007,2910,2910,0,
INV00003770,2024-10-27,ING008,1890,1890,0,
INV00003771,2024-10-27,ING009,630,630,0,
INV00003772,2024-10-27,ING010,4490,4490,0,
INV00003773,2024-10-27,ING011,17,17,0,
INV00003774,2024-10-27,ING012,2275,2275,0,
INV00003775,2024-10-27,ING013,2120,2120,0,
INV00003776,2024-10-27,ING014,71,71,0,
INV00003777,2024-10-27,ING015,450,450,0,pending_delivery
INV00003778,2024-10-27,ING016,3000,3000,0,
INV00003779,2024-10-27,ING017,570,564,1,
INV00003780,2024-10-27,ING018,200,200,0,
INV00003781,2024-10-28,ING001,6700,6700,0,
INV00003782,2024-10-28,ING002,11790,11790,0,
INV00003783,2024-10-28,ING003,2480,2480,0,
INV00003784,2024-10-28,ING004,2700,2700,0,
INV00003785,2024-10-28,ING005,2420,2420,0,
INV00003786,2024-10-28,ING006,2000,2000,0,
INV00003787,2024-10-28,ING007,2350,2350,0,
INV00003788,2024-10-28,ING008,1720,1720,0,
INV00003789,2024-10-28,ING009,290,290,0,pending_delivery
INV00003790,2024-10-28,ING010,4190,4190,0,
INV00003791,2024-10-28,ING011,9,9,0,pending_delivery
INV00003792,2024-10-28,ING012,1990,1990,0,
INV00003793,2024-10-28,ING013,1880,1880,0,
INV00003794,2024-10-28,ING014,68,68,0,
INV00003795,2024-10-28,ING015,3000,3000,0,
INV00003796,2024-10-28,ING016,2850,2850,0,
INV00003797,2024-10-28,ING017,450,444,1,
INV00003798,2024-10-28,ING018,200,200,0,
INV00003799,2024-10-29,ING001,6362,6362,0,
INV00003800,2024-10-29,ING002,5140,5140,0,
INV00003801,2024-10-29,ING003,2460,2460,0,
INV00003802,2024-10-29,ING004,2640,2640,0,
INV00003803,2024-10-29,ING005,2120,2120,0,
INV00003804,2024-10-29,ING006,2000,2000,0,
INV00003805,2024-10-29,ING007,2050,2050,0,
INV00003806,2024-10-29,ING008,1610,1610,0,
INV00003807,2024-10-29,ING009,3000,3000,0,
INV00003808,2024-10-29,ING010,3945,3945,0,
INV00003809,2024-10-29,ING011,75,75,0,
INV00003810,2024-10-29,ING012,1735,1735,0,
INV00003811,2024-10-29,ING013,1670,1670,0,
INV00003812,2024-10-29,ING014,64,64,0,
INV00003813,2024-10-29,ING015,2950,2950,0,
INV00003814,2024-10-29,ING016,2700,2700,0,
INV00003815,2024-10-29,ING017,385,379,1,
INV00003816,2024-10-29,ING018,200,200,0,
INV00003817,2024-10-30,ING001,5628,5628,0,
INV00003818,2024-10-30,ING002,0,0,0,pending_delivery
INV00003819,2024-10-30,ING003,2400,2400,0,
INV00003820,2024-10-30,ING004,2540,2540,0,
INV00003821,2024-10-30,ING005,1700,1700,0,
INV00003822,2024-10-30,ING006,2000,2000,0,
INV00003823,2024-10-30,ING007,1540,1540,0,
INV00003824,2024-10-30,ING008,1290,1290,0,
INV00003825,2024-10-30,ING009,2770,2770,0,
INV00003826,2024-10-30,ING010,3565,3565,0,
INV00003827,2024-10-30,ING011,67,67,0,
INV00003828,2024-10-30,ING012,1375,1375,0,
INV00003829,2024-10-30,ING013,1370,1370,0,
INV00003830,2024-10-30,ING014,58,58,0,
INV00003831,2024-10-30,ING015,2800,2800,0,
INV00003832,2024-10-30,ING016,2450,2450,0,
INV00003833,2024-10-30,ING017,285,279,1,pending_delivery
INV00003834,2024-10-30,ING018,200,200,0,
INV00003835,2024-10-31,ING001,5270,5270,0,
INV00003836,2024-10-31,ING002,30000,30000,0,
INV00003837,2024-10-31,ING003,2380,2380,0,
INV00003838,2024-10-31,ING004,2460,2460,0,
INV00003839,2024-10-31,ING005,1630,1630,0,
INV00003840,2024-10-31,ING006,2000,2000,0,
INV00003841,2024-10-31,ING007,1230,1230,0,
INV00003842,2024-10-31,ING008,1180,1180,0,
INV00003843,2024-10-31,ING009,2730,2730,0,
INV00003844,2024-10-31,ING010,3185,3185,0,
INV00003845,2024-10-31,ING011,62,62,0,
INV00003846,2024-10-31,ING012,1315,1315,0,
INV00003847,2024-10-31,ING013,1320,1320,0,
INV00003848,2024-10-31,ING014,51,51,0,
INV00003849,2024-10-31,ING015,2750,2750,0,
INV00003850,2024-10-31,ING016,2250,2250,0,
INV00003851,2024-10-31,ING017,2250,2250,0,
INV00003852,2024-10-31,ING018,200,200,0,
INV00003853,2024-11-01,ING001,4746,4746,0,
INV00003854,2024-11-01,ING002,19980,19980,0,
INV00003855,2024-11-01,ING003,2320,2320,0,
INV00003856,2024-11-01,ING004,2420,2420,0,
INV00003857,2024-11-01,ING005,1200,1200,0,
INV00003858,2024-11-01,ING006,2000,2000,0,
INV00003859,2024-11-01,ING007,1000,1000,0,
INV00003860,2024-11-01,ING008,940,940,0,
INV00003861,2024-11-01,ING009,2600,2600,0,
INV00003862,2024-11-01,ING010,2840,2840,0,
INV00003863,2024-11-01,ING011,57,57,0,
INV00003864,2024-11-01,ING012,945,945,0,
INV00003865,2024-11-01,ING013,1010,1010,0,
INV00003866,2024-11-01,ING014,46,46,0,
INV00003867,2024-11-01,ING015,2600,2600,0,
INV00003868,2024-11-01,ING016,2150,2150,0,
INV00003869,2024-11-01,ING017,2165,2165,0,
INV00003870,2024-11-01,ING018,200,200,0,
INV00003871,2024-11-02,ING001,4498,4498,0,
INV00003872,2024-11-02,ING002,15760,15760,0,
INV00003873,2024-11-02,ING003,2260,2260,0,
INV00003874,2024-11-02,ING004,2420,2420,0,
INV00003875,2024-11-02,ING005,1140,1140,0,
INV00003876,2024-11-02,ING006,2000,2000,0,
INV00003877,2024-11-02,ING007,830,830,0,
INV00003878,2024-11-02,ING008,890,890,0,
INV00003879,2024-11-02,ING009,2510,2510,0,
INV00003880,2024-11-02,ING010,2605,2605,0,
INV00003881,2024-11-02,ING011,54,54,0,
INV00003882,2024-11-02,ING012,895,895,0,
INV00003883,2024-11-02,ING013,970,970,0,
INV00003884,2024-11-02,ING014,44,44,0,
INV00003885,2024-11-02,ING015,2450,2450,0,
INV00003886,2024-11-02,ING016,2150,2150,0,
INV00003887,2024-11-02,ING017,2070,2070,0,
INV00003888,2024-11-02,ING018,200,200,0,
INV00003889,2024-11-03,ING001,3924,3924,0,
INV00003890,2024-11-03,ING002,5050,5050,0,
INV00003891,2024-11-03,ING003,2100,2100,0,
INV00003892,2024-11-03,ING004,2340,2340,0,
INV00003893,2024-11-03,ING005,780,780,0,
INV00003894,2024-11-03,ING006,2000,2000,0,
INV00003895,2024-11-03,ING007,550,550,0,
INV00003896,2024-11-03,ING008,690,690,0,
INV00003897,2024-11-03,ING009,2290,2290,0,
INV00003898,2024-11-03,ING010,2210,2210,0,
INV00003899,2024-11-03,ING011,42,42,0,
INV00003900,2024-11-03,ING012,585,585,0,
INV00003901,2024-11-03,ING013,710,710,0,
INV00003902,2024-11-03,ING014,36,36,0,
INV00003903,2024-11-03,ING015,2050,2050,0,
INV00003904,2024-11-03,ING016,1950,1950,0,
INV00003905,2024-11-03,ING017,2015,2015,0,
INV00003906,2024-11-03,ING018,200,200,0,
INV00003907,2024-11-04,ING001,3588,3588,0,
INV00003908,2024-11-04,ING002,0,0,0,pending_delivery
INV00003909,2024-11-04,ING003,2080,2081,1,
INV00003910,2024-11-04,ING004,2260,2260,0,
INV00003911,2024-11-04,ING005,630,628,1,
INV00003912,2024-11-04,ING006,2000,2000,0,
INV00003913,2024-11-04,ING007,280,280,0,pending_delivery
INV00003914,2024-11-04,ING008,530,530,0,
INV00003915,2024-11-04,ING009,2200,2200,0,
INV00003916,2024-11-04,ING010,1840,1840,0,pending_delivery
INV00003917,2024-11-04,ING011,37,37,0,
INV00003918,2024-11-04,ING012,455,455,0,pending_delivery
INV00003919,2024-11-04,ING013,600,600,0,
INV00003920,2024-11-04,ING014,31,31,0,
INV00003921,2024-11-04,ING015,2000,2000,0,
INV00003922,2024-11-04,ING016,1750,1750,0,
INV00003923,2024-11-04,ING017,1905,1905,0,
INV00003924,2024-11-04,ING018,200,200,0,
INV00003925,2024-11-05,ING001,2686,2686,0,
INV00003926,2024-11-05,ING002,30000,30000,0,
INV00003927,2024-11-05,ING003,2020,2021,1,
INV00003928,2024-11-05,ING004,2100,2100,0,
INV00003929,2024-11-05,ING005,210,208,1,pending_delivery
INV00003930,2024-11-05,ING006,2000,2000,0,
INV00003931,2024-11-05,ING007,3000,3000,0,
INV00003932,2024-11-05,ING008,310,310,0,pending_delivery
INV00003933,2024-11-05,ING009,1810,1810,0,
INV00003934,2024-11-05,ING010,12000,12000,0,
INV00003935,2024-11-05,ING011,26,26,0,
INV00003936,2024-11-05,ING012,3000,3000,0,
INV00003937,2024-11-05,ING013,300,300,0,pending_delivery
INV00003938,2024-11-05,ING014,18,18,0,
INV00003939,2024-11-05,ING015,1850,1850,0,
INV00003940,2024-11-05,ING016,1350,1350,0,
INV00003941,2024-11-05,ING017,1815,1815,0,
INV00003942,2024-11-05,ING018,200,200,0,
INV00003943,2024-11-06,ING001,1862,1862,0,
INV00003944,2024-11-06,ING002,15320,15320,0,
INV00003945,2024-11-06,ING003,1940,1941,1,
INV00003946,2024-11-06,ING004,2020,2020,0,
INV00003947,2024-11-06,ING005,3000,3000,0,
INV00003948,2024-11-06,ING006,2000,2000,0,
INV00003949,2024-11-06,ING007,2240,2240,0,
INV00003950,2024-11-06,ING008,3000,3000,0,
INV00003951,2024-11-06,ING009,1680,1680,0,
INV00003952,2024-11-06,ING010,11550,11550,0,
INV00003953,2024-11-06,ING011,18,17,1,
INV00003954,2024-11-06,ING012,2750,2750,0,
INV00003955,2024-11-06,ING013,3000,3000,0,
INV00003956,2024-11-06,ING014,11,11,0,pending_delivery
INV00003957,2024-11-06,ING015,1650,1650,0,
INV00003958,2024-11-06,ING016,1150,1150,0,
INV00003959,2024-11-06,ING017,1705,1705,0,
INV00003960,2024-11-06,ING018,200,200,0,
INV00003961,2024-11-07,ING001,1474,1474,0,
INV00003962,2024-11-07,ING002,8490,8490,0,
INV00003963,2024-11-07,ING003,1880,1881,1,
INV00003964,2024-11-07,ING004,1960,1960,0,
INV00003965,2024-11-07,ING005,2790,2790,0,
INV00003966,2024-11-07,ING006,2000,2000,0,
INV00003967,2024-11-07,ING007,1970,1970,0,
INV00003968,2024-11-07,ING008,2920,2920,0,
INV00003969,2024-11-07,ING009,1480,1480,0,
INV00003970,2024-11-07,ING010,11200,11200,0,
INV00003971,2024-11-07,ING011,12,11,1,pending_delivery
INV00003972,2024-11-07,ING012,2570,2570,0,
INV00003973,2024-11-07,ING013,2850,2850,0,
INV00003974,2024-11-07,ING014,75,75,0,
INV00003975,2024-11-07,ING015,1500,1500,0,
INV00003976,2024-11-07,ING016,1000,1000,0,
INV00003977,2024-11-07,ING017,1615,1615,0,
INV00003978,2024-11-07,ING018,200,200,0,
INV00003979,2024-11-08,ING001,816,816,0,pending_delivery
INV00003980,2024-11-08,ING002,0,0,0,pending_delivery
INV00003981,2024-11-08,ING003,1780,1781,1,
INV00003982,2024-11-08,ING004,1860,1860,0,
INV00003983,2024-11-08,ING005,2430,2430,0,
INV00003984,2024-11-08,ING006,2000,2000,0,
INV00003985,2024-11-08,ING007,1630,1630,0,
INV00003986,2024-11-08,ING008,2790,2790,0,
INV00003987,2024-11-08,ING009,1150,1150,0,
INV00003988,2024-11-08,ING010,10615,10615,0,
INV00003989,2024-11-08,ING011,75,75,0,
INV00003990,2024-11-08,ING012,2260,2260,0,
INV00003991,2024-11-08,ING013,2590,2590,0,
INV00003992,2024-11-08,ING014,62,62,0,
INV00003993,2024-11-08,ING015,1250,1250,0,
INV00003994,2024-11-08,ING016,750,750,0,
INV00003995,2024-11-08,ING017,1550,1550,0,
INV00003996,2024-11-08,ING018,200,200,0,
INV00003997,2024-11-09,ING001,7500,7500,0,
INV00003998,2024-11-09,ING002,30000,30000,0,
INV00003999,2024-11-09,ING003,1740,1741,1,
INV00004000,2024-11-09,ING004,1780,1780,0,
INV00004001,2024-11-09,ING005,2330,2330,0,
INV00004002,2024-11-09,ING006,2000,2000,0,
INV00004003,2024-11-09,ING007,1250,1250,0,
INV00004004,2024-11-09,ING008,2720,2720,0,
INV00004005,2024-11-09,ING009,1060,1060,0,
INV00004006,2024-11-09,ING010,10360,10360,0,
INV00004007,2024-11-09,ING011,69,69,0,
INV00004008,2024-11-09,ING012,2175,2175,0,
INV00004009,2024-11-09,ING013,2520,2520,0,
INV00004010,2024-11-09,ING014,57,57,0,
INV00004011,2024-11-09,ING015,1150,1150,0,
INV00004012,2024-11-09,ING016,550,550,0,
INV00004013,2024-11-09,ING017,1505,1505,0,
INV00004014,2024-11-09,ING018,200,200,0,
INV00004015,2024-11-10,ING001,6978,6978,0,
INV00004016,2024-11-10,ING002,21110,21110,0,
INV00004017,2024-11-10,ING003,1660,1661,1,
INV00004018,2024-11-10,ING004,1720,1720,0,
INV00004019,2024-11-10,ING005,2070,2070,0,
INV00004020,2024-11-10,ING006,2000,2000,0,
INV00004021,2024-11-10,ING007,950,950,0,
INV00004022,2024-11-10,ING008,2550,2550,0,
INV00004023,2024-11-10,ING009,860,860,0,
INV00004024,2024-11-10,ING010,9930,9930,0,
INV00004025,2024-11-10,ING011,62,62,0,
INV00004026,2024-11-10,ING012,1950,1950,0,
INV00004027,2024-11-10,ING013,2330,2330,0,
INV00004028,2024-11-10,ING014,51,51,0,
INV00004029,2024-11-10,ING015,950,950,0,
INV00004030,2024-11-10,ING016,400,400,0,pending_delivery
INV00004031,2024-11-10,ING017,1385,1385,0,
INV00004032,2024-11-10,ING018,200,200,0,
INV00004033,2024-11-11,ING001,6102,6102,0,
INV00004034,2024-11-11,ING002,5810,5810,0,
INV00004035,2024-11-11,ING003,1480,1481,1,
INV00004036,2024-11-11,ING004,1540,1540,0,
INV00004037,2024-11-11,ING005,1670,1670,0,
INV00004038,2024-11-11,ING006,2000,2000,0,
INV00004039,2024-11-11,ING007,420,420,0,pending_delivery
INV00004040,2024-11-11,ING008,2370,2370,0,
INV00004041,2024-11-11,ING009,320,320,0,pending_delivery
INV00004042,2024-11-11,ING010,9340,9340,0,
INV00004043,2024-11-11,ING011,44,44,0,
INV00004044,2024-11-11,ING012,1605,1605,0,
INV00004045,2024-11-11,ING013,2040,2040,0,
INV00004046,2024-11-11,ING014,42,42,0,
INV00004047,2024-11-11,ING015,500,500,0,pending_delivery
INV00004048,2024-11-11,ING016,3000,3000,0,
INV00004049,2024-11-11,ING017,1245,1245,0,
INV00004050,2024-11-11,ING018,200,200,0,
INV00004051,2024-11-12,ING001,5250,5250,0,
INV00004052,2024-11-12,ING002,0,0,0,pending_delivery
INV00004053,2024-11-12,ING003,1420,1421,1,
INV00004054,2024-11-12,ING004,1400,1400,0,
INV00004055,2024-11-12,ING005,1360,1360,0,
INV00004056,2024-11-12,ING006,2000,2000,0,
INV00004057,2024-11-12,ING007,3000,3000,0,
INV00004058,2024-11-12,ING008,2090,2090,0,
INV00004059,2024-11-12,ING009,3000,3000,0,
INV00004060,2024-11-12,ING010,8745,8745,0,
INV00004061,2024-11-12,ING011,34,34,0,
INV00004062,2024-11-12,ING012,1340,1340,0,
INV00004063,2024-11-12,ING013,1820,1820,0,
INV00004064,2024-11-12,ING014,30,30,0,
INV00004065,2024-11-12,ING015,3000,3000,0,
INV00004066,2024-11-12,ING016,2650,2650,0,
INV00004067,2024-11-12,ING017,1140,1140,0,
INV00004068,2024-11-12,ING018,200,200,0,
INV00004069,2024-11-13,ING001,4544,4544,0,
INV00004070,2024-11-13,ING002,30000,30000,0,
INV00004071,2024-11-13,ING003,1340,1341,1,
INV00004072,2024-11-13,ING004,1240,1240,0,
INV00004073,2024-11-13,ING005,920,920,0,
INV00004074,2024-11-13,ING006,2000,2000,0,
INV00004075,2024-11-13,ING007,2380,2380,0,
INV00004076,2024-11-13,ING008,1840,1840,0,
INV00004077,2024-11-13,ING009,2720,2720,0,
INV00004078,2024-11-13,ING010,8090,8090,0,
INV00004079,2024-11-13,ING011,22,22,0,
INV00004080,2024-11-13,ING012,965,965,0,
INV00004081,2024-11-13,ING013,1510,1510,0,
INV00004082,2024-11-13,ING014,16,16,0,
INV00004083,2024-11-13,ING015,2800,2800,0,
INV00004084,2024-11-13,ING016,2250,2250,0,
INV00004085,2024-11-13,ING017,1045,1045,0,
INV00004086,2024-11-13,ING018,200,200,0,
INV00004087,2024-11-14,ING001,3956,3956,0,
INV00004088,2024-11-14,ING002,20220,20220,0,
INV00004089,2024-11-14,ING003,1240,1241,1,
INV00004090,2024-11-14,ING004,1120,1120,0,
INV00004091,2024-11-14,ING005,720,720,0,
INV00004092,2024-11-14,ING006,2000,2000,0,
INV00004093,2024-11-14,ING007,1980,1994,1,
INV00004094,2024-11-14,ING008,1680,1664,1,
INV00004095,2024-11-14,ING009,2460,2460,0,
INV00004096,2024-11-14,ING010,7680,7680,0,
INV00004097,2024-11-14,ING011,11,11,0,pending_delivery
INV00004098,2024-11-14,ING012,795,795,0,
INV00004099,2024-11-14,ING013,1370,1358,1,
INV00004100,2024-11-14,ING014,9,9,0,pending_delivery
INV00004101,2024-11-14,ING015,2550,2550,0,
INV00004102,2024-11-14,ING016,1950,1950,0,
INV00004103,2024-11-14,ING017,955,955,0,
INV00004104,2024-11-14,ING018,200,200,0,
INV00004105,2024-11-15,ING001,3530,3530,0,
INV00004106,2024-11-15,ING002,12470,12470,0,
INV00004107,2024-11-15,ING003,1200,1201,1,
INV00004108,2024-11-15,ING004,1040,1040,0,
INV00004109,2024-11-15,ING005,470,470,0,pending_delivery
INV00004110,2024-11-15,ING006,2000,2000,0,
INV00004111,2024-11-15,ING007,1650,1664,1,
INV00004112,2024-11-15,ING008,1560,1544,1,
INV00004113,2024-11-15,ING009,2330,2330,0,
INV00004114,2024-11-15,ING010,7395,7395,0,
INV00004115,2024-11-15,ING011,75,75,0,
INV00004116,2024-11-15,ING012,580,580,0,
INV00004117,2024-11-15,ING013,1190,1178,1,
INV00004118,2024-11-15,ING014,75,75,0,
INV00004119,2024-11-15,ING015,2450,2450,0,
INV00004120,2024-11-15,ING016,1750,1750,0,
INV00004121,2024-11-15,ING017,850,850,0,
INV00004122,2024-11-15,ING018,200,200,0,
INV00004123,2024-11-16,ING001,3230,3230,0,
INV00004124,2024-11-16,ING002,6700,6700,0,
INV00004125,2024-11-16,ING003,1160,1161,1,
INV00004126,2024-11-16,ING004,940,940,0,
INV00004127,2024-11-16,ING005,3000,3000,0,
INV00004128,2024-11-16,ING006,2000,2000,0,
INV00004129,2024-11-16,ING007,1470,1484,1,
INV00004130,2024-11-16,ING008,1470,1454,1,
INV00004131,2024-11-16,ING009,2240,2240,0,
INV00004132,2024-11-16,ING010,7315,7315,0,
INV00004133,2024-11-16,ING011,68,68,0,
INV00004134,2024-11-16,ING012,380,380,0,pending_delivery
INV00004135,2024-11-16,ING013,1020,1008,1,
INV00004136,2024-11-16,ING014,74,74,0,
INV00004137,2024-11-16,ING015,2350,2350,0,
INV00004138,2024-11-16,ING016,1500,1500,0,
INV00004139,2024-11-16,ING017,820,820,0,
